state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,law_id
District of Columbia,DC,11,2015,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2016,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2017,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2018,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2019,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2020,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2021,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2022,1,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
District of Columbia,DC,11,2023,0.999,Prohibited possessor,Violent misdemeanor limited,handgun and long gun,#N/A,DC1076
Delaware,DE,10,2015,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2016,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2017,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2018,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2019,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2020,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2021,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2022,1,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2023,0.999,Background checks,Private sales : point of sale,long gun,#N/A,DE1001
Delaware,DE,10,2015,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2016,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2017,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2018,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2019,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2020,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2021,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2022,1,Background checks,Sales from dealer,long gun,#N/A,DE1003
Delaware,DE,10,2023,0.999,Background checks,Sales from dealer,long gun,#N/A,DE1003
District of Columbia,DC,11,2015,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2016,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2017,0.236,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2018,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2019,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2020,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2021,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2022,0.476,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2023,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1039
District of Columbia,DC,11,2015,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2016,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2017,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2018,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2019,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2020,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2021,0,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2022,0.524,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
District of Columbia,DC,11,2023,0.999,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,DC1065
Delaware,DE,10,2015,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2016,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2017,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2018,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2019,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2020,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2021,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2022,1,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2023,0.999,Castle doctrine,Expanded 1,handgun and long gun,#N/A,DE1006
Delaware,DE,10,2015,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2016,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2017,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2018,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2019,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2020,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2021,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2022,1,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2023,0.999,Child access laws,Negligent storage,handgun and long gun,#N/A,DE1008
Delaware,DE,10,2015,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2016,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2017,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2018,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2019,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2020,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2021,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2022,1,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2023,0.999,Dealer license,N/A,handgun,#N/A,DE1009
Delaware,DE,10,2015,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2016,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2017,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2018,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2019,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2020,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2021,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2022,1,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2023,0.999,Minimum age,Youth possession,handgun,18,DE1011
Delaware,DE,10,2015,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2016,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2017,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2018,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2019,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2020,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2021,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2022,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2023,0,Minimum age,Purchase and sale,handgun,18,DE1014
Delaware,DE,10,2015,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2016,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2017,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2018,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2019,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2020,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2021,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2022,1,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2023,0.999,Minimum age,Purchase and sale,handgun,21,DE1015
Delaware,DE,10,2015,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2016,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2017,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2018,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2019,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2020,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2021,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2022,1,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2023,0.999,Minimum age,Purchase and sale,long gun,18,DE1016
Delaware,DE,10,2015,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2016,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2017,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2018,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2019,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2020,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2021,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2022,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2023,0,Background checks,Private sales optional,handgun,#N/A,DE1019
Delaware,DE,10,2015,0,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2016,0.499,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2017,1,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2018,1,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2019,1,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2020,1,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2021,1,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2022,1,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2023,0.999,Background checks,Extra time,long gun,#N/A,DE1021
Delaware,DE,10,2015,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2016,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2017,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2018,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2019,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2020,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2021,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2022,1,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2023,0.999,Background checks,State version of brady requirements,handgun,#N/A,DE1022
Delaware,DE,10,2015,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2016,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2017,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2018,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2019,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2020,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2021,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2022,1,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2023,0.999,Background checks,Sales from dealer,handgun,#N/A,DE1024
Delaware,DE,10,2015,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2016,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2017,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2018,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2019,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2020,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2021,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2022,1,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2023,0.999,Background checks,Private sales : point of sale,handgun,#N/A,DE1026
Delaware,DE,10,2015,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2016,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2017,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2018,0.83,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2019,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2020,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2021,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2022,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2023,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1031
Delaware,DE,10,2015,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2016,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2017,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2018,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2019,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2020,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2021,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2022,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2023,0,Prohibited possessor,Dvro,handgun and long gun,#N/A,DE1032
Delaware,DE,10,2015,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2016,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2017,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2018,0.17,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2019,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2020,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2021,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2022,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2023,0.999,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,DE1035
Delaware,DE,10,2015,0,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2016,0,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2017,0,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2018,0.012,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2019,1,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2020,1,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2021,1,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2022,1,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2023,0.999,Prohibited possessor,Erpo : expanded,handgun and long gun,#N/A,DE1036
Delaware,DE,10,2015,0,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2016,0,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2017,0,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2018,0.012,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2019,1,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2020,1,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2021,1,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2022,1,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2023,0.999,Prohibited possessor,Erpo : ex parte,handgun and long gun,#N/A,DE1037
Delaware,DE,10,2015,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2016,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2017,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2018,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2019,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2020,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2021,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2022,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2023,0,Background checks,Private sales optional,long gun,#N/A,DE1042
Delaware,DE,10,2015,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2016,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2017,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2018,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2019,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2020,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2021,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2022,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2023,0,Background checks,Sales from dealer : federal,handgun,#N/A,DE1046
Delaware,DE,10,2015,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2016,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2017,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2018,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2019,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2020,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2021,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2022,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2023,0.999,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,DE1047
Delaware,DE,10,2015,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2016,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2017,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2018,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2019,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2020,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2021,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2022,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2023,0,Castle doctrine,N/A,handgun and long gun,#N/A,DE1052
Delaware,DE,10,2015,0,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2016,0.499,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2017,1,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2018,1,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2019,1,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2020,1,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2021,1,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2022,1,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2023,0.999,Background checks,Extra time,handgun,#N/A,DE1053
Delaware,DE,10,2015,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2016,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2017,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2018,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2019,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2020,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2021,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2022,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2023,0.999,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,DE1057
Delaware,DE,10,2015,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2016,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2017,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2018,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2019,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2020,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2021,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2022,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2023,0.999,Required reporting of lost or stolen firearms,Lost and stolen firearms,handgun,#N/A,DE1059
Delaware,DE,10,2015,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2016,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2017,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2018,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2019,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2020,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2021,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2022,1,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2023,0.999,Required reporting of lost or stolen firearms,Lost and stolen firearms,long gun,#N/A,DE1060
Delaware,DE,10,2015,0,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2016,0.294,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2017,1,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2018,1,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2019,1,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2020,1,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2021,1,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2022,1,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2023,0.999,Required reporting of lost or stolen firearms,Tracing firearms used in crimes,handgun and long gun,#N/A,DE1062
Delaware,DE,10,2015,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2016,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2017,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2018,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2019,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2020,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2021,0,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2022,0.34,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2023,0.999,Firearm sales restrictions,Ban on high capacity magazines,handgun and long gun,#N/A,DE1063
Delaware,DE,10,2015,0,Firearm sales restrictions,Assault weapons ban,long gun,#N/A,DE1064
Delaware,DE,10,2016,0,Firearm sales restrictions,Assault weapons ban,long gun,#N/A,DE1064
Delaware,DE,10,2017,0,Firearm sales restrictions,Assault weapons ban,long gun,#N/A,DE1064
Delaware,DE,10,2018,0,Firearm sales restrictions,Assault weapons ban,long gun,#N/A,DE1064
Delaware,DE,10,2019,0,Firearm sales restrictions,Assault weapons ban,long gun,#N/A,DE1064
Delaware,DE,10,2020,0,Firearm sales restrictions,Assault weapons ban,long gun,#N/A,DE1064
